model,condition,probe_relative_path,true_identity,true_identity_rank,reciprocal_rank,rank_1_similarity,true_identity_similarity,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7,rank_8,rank_9,rank_10
casia-webface,brightness_0_60,probe/Cesar_Maia/Cesar_Maia_0002.jpg,Cesar_Maia,384,0.0026041666666666665,0.6331153512001038,0.29252320528030396,Stephen_Friedman,John_Howard,Larry_Brown,Omar_Sharif,Dino_de_Laurentis,Jorge_Batlle,Warren_Buffett,Franz_Beckenbauer,Daniel_Day-Lewis,Fidel_Castro
casia-webface,brightness_0_60,probe/Chakib_Khelil/Chakib_Khelil_0002.jpg,Chakib_Khelil,125,0.008,0.6855751276016235,0.5225871205329895,Jamling_Norgay,Vladimir_Putin,Rob_Schneider,Igor_Ivanov,Costas_Simitis,Johnny_Carson,George_Voinovich,Gunter_Pleuger,Nick_Nolte,Alejandro_Toledo
casia-webface,brightness_0_60,probe/Chanda_Rubin/Chanda_Rubin_0002.jpg,Chanda_Rubin,3,0.3333333333333333,0.648979663848877,0.6265705823898315,Natalie_Coughlin,Megawati_Sukarnoputri,Chanda_Rubin,Patty_Schnyder,Jose_Dirceu,Eduardo_Duhalde,Jada_Pinkett_Smith,Carol_Moseley_Braun,Dalai_Lama,Laila_Ali
casia-webface,brightness_0_60,probe/Chang_Dae-whan/Chang_Dae-whan_0002.jpg,Chang_Dae-whan,16,0.0625,0.7929307222366333,0.7274109125137329,David_Trimble,George_Robertson,Goh_Kun,Nestor_Kirchner,Colin_Powell,George_Voinovich,Jong_Thae_Hwa,Valery_Giscard_dEstaing,Kim_Dae-jung,Edward_Lu
casia-webface,brightness_0_60,probe/Charles_Grassley/Charles_Grassley_0002.jpg,Charles_Grassley,399,0.002506265664160401,0.7072691917419434,0.4151771366596222,Chen_Liang_Yu,Bob_Hope,Nestor_Kirchner,Jamling_Norgay,Costas_Simitis,Igor_Ivanov,Kevin_Spacey,William_Ford_Jr,Bill_Graham,Silvio_Berlusconi
casia-webface,brightness_0_60,probe/Charles_Kartman/Charles_Kartman_0002.jpg,Charles_Kartman,328,0.003048780487804878,0.6671243906021118,0.4284619688987732,Carlos_Manuel_Pruneda,Hipolito_Mejia,Jason_Lezak,Darrell_Issa,Aleksander_Kwasniewski,Shaukat_Aziz,Joe_Nichols,Gary_Locke,Hu_Jintao,Masum_Turker
casia-webface,brightness_0_60,probe/Charles_Mathews/Charles_Mathews_0002.jpg,Charles_Mathews,11,0.09090909090909091,0.582051157951355,0.5020986199378967,Hans_Eichel,Nabil_Shaath,Nestor_Kirchner,Costas_Simitis,Paula_Radcliffe,Tom_Glavine,John_Howard,Patrick_Leahy,Dino_de_Laurentis,George_Ryan
casia-webface,brightness_0_60,probe/Charles_Schumer/Charles_Schumer_0002.jpg,Charles_Schumer,701,0.0014265335235378032,0.6252690553665161,0.07888969779014587,Jesse_Jackson,Robert_Bonner,Charles_Grassley,Boris_Yeltsin,Jose_Manuel_Durao_Barroso,Max_Mayfield,Gunter_Pleuger,John_Taylor,Richard_Gephardt,Adrian_Nastase
casia-webface,brightness_0_60,probe/Charlie_Zaa/Charlie_Zaa_0002.jpg,Charlie_Zaa,18,0.05555555555555555,0.8389477729797363,0.7642017602920532,Dick_Clark,Mario_Kreutzberger,Pedro_Malan,Li_Peng,Corinne_Coman,Alejandro_Toledo,Jorge_Valdano,Saddam_Hussein,Jean-David_Levitte,Hassan_Wirajuda
casia-webface,brightness_0_60,probe/Charlotte_Rampling/Charlotte_Rampling_0002.jpg,Charlotte_Rampling,223,0.004484304932735426,0.7637398838996887,0.3591481149196625,Jodie_Foster,Alexandra_Vodjanikova,Patricia_Heaton,Michelle_Yeoh,Nadine_Vinzens,Kristin_Davis,Nancy_Pelosi,Monica_Bellucci,Jane_Kaczmarek,Kathleen_Kennedy_Townsend
casia-webface,brightness_0_60,probe/Charlton_Heston/Charlton_Heston_0002.jpg,Charlton_Heston,28,0.03571428571428571,0.8036965131759644,0.6898561716079712,Nestor_Kirchner,Chung_Mong-joon,George_Pataki,Paul_ONeill,Larry_Brown,Nelson_Mandela,Rick_Romley,Igor_Ivanov,George_Voinovich,Vladimir_Putin
casia-webface,brightness_0_60,probe/Chen_Liang_Yu/Chen_Liang_Yu_0002.jpg,Chen_Liang_Yu,18,0.05555555555555555,0.7955076694488525,0.734464168548584,Sachiko_Yamada,Li_Peng,Kim_Dae-jung,Cameron_Diaz,Jean-David_Levitte,Kim_Ryong-sung,Gloria_Macapagal_Arroyo,Alberto_Fujimori,Chung_Mong-joon,Meryl_Streep
casia-webface,brightness_0_60,probe/Chita_Rivera/Chita_Rivera_0002.jpg,Chita_Rivera,31,0.03225806451612903,0.7980369925498962,0.6018141508102417,Liza_Minnelli,Gianna_Angelopoulos-Daskalaki,Nancy_Pelosi,Jacqueline_Obradors,Monica_Bellucci,Patricia_Heaton,Susan_Collins,Martina_McBride,Gloria_Allred,Rita_Moreno
casia-webface,brightness_0_60,probe/Chok_Tong_Goh/Chok_Tong_Goh_0002.jpg,Chok_Tong_Goh,8,0.125,0.7335563898086548,0.6948214769363403,Angelo_Reyes,Pedro_Malan,David_Trimble,Robert_Duvall,Larry_Brown,Kim_Jong-Il,Alvaro_Uribe,Chok_Tong_Goh,John_Kerry,Wang_Yingfan
casia-webface,brightness_0_60,probe/Chris_Bell/Chris_Bell_0002.jpg,Chris_Bell,4,0.25,0.8239719867706299,0.797552227973938,Meghann_Shaughnessy,Thabo_Mbeki,Mike_Weir,Chris_Bell,Thomas_OBrien,Inocencio_Arias,Mikhail_Kasyanov,Alejandro_Avila,Martin_Verkerk,Jonathan_Edwards
casia-webface,brightness_0_60,probe/Chris_Byrd/Chris_Byrd_0002.jpg,Chris_Byrd,16,0.0625,0.6520155072212219,0.4913932681083679,LeBron_James,Guillaume_Soro,Thabo_Mbeki,Mike_Tyson,Dexter_Jackson,Venus_Williams,Juan_Pablo_Montoya,Emmit_Smith,Joe_Dumars,Serena_Williams
casia-webface,brightness_0_60,probe/Chris_Cooper/Chris_Cooper_0002.jpg,Chris_Cooper,290,0.0034482758620689655,0.8188732862472534,0.567531943321228,Kim_Jong-Il,George_Pataki,Gloria_Macapagal_Arroyo,Paul_ONeill,Thaksin_Shinawatra,Chung_Mong-joon,Alejandro_Toledo,David_Trimble,Jamling_Norgay,Kim_Dae-jung
casia-webface,brightness_0_60,probe/Chris_Rock/Chris_Rock_0002.jpg,Chris_Rock,537,0.00186219739292365,0.7788127660751343,0.425393283367157,Thomas_Birmingham,Venus_Williams,Brad_Johnson,Vincent_Brooks,Taufik_Hidayat,Padraig_Harrington,Silvia_Farina_Elia,Yasser_Arafat,Jesse_Jackson,Augustin_Calleri
casia-webface,brightness_0_60,probe/Chris_Tucker/Chris_Tucker_0002.jpg,Chris_Tucker,24,0.041666666666666664,0.7140982747077942,0.523841142654419,Serena_Williams,Chanda_Rubin,Laurent_Gbagbo,Guillaume_Soro,LeBron_James,Laila_Ali,Dwayne_Johnson,Mike_Tyson,Harry_Belafonte,George_Foreman
casia-webface,brightness_0_60,probe/Christian_Fittipaldi/Christian_Fittipaldi_0002.jpg,Christian_Fittipaldi,806,0.0012406947890818859,0.6126779913902283,0.1852039247751236,Justine_Henin,Nadia_Petrova,Zoran_Djindjic,Silvia_Farina_Elia,Hamzah_Haz,Jeremy_Shockey,Aron_Ralston,Bill_Frist,George_Lopez,Gray_Davis
casia-webface,brightness_0_60,probe/Christian_Wulff/Christian_Wulff_0002.jpg,Christian_Wulff,25,0.04,0.8444061875343323,0.7416081428527832,David_Trimble,Tim_Floyd,Kenneth_Branagh,James_Kelly,Ron_Dittemore,George_Robertson,Jorge_Valdano,Michael_Douglas,Jose_Manuel_Durao_Barroso,Steve_Waugh
casia-webface,brightness_0_60,probe/Christina_Aguilera/Christina_Aguilera_0002.jpg,Christina_Aguilera,12,0.08333333333333333,0.5760661959648132,0.4685255289077759,Patricia_Heaton,Martina_McBride,Stockard_Channing,Lili_Taylor,Michelle_Yeoh,Monica_Bellucci,Dolma_Tsering,Nia_Vardalos,Liza_Minnelli,Carol_Burnett
casia-webface,brightness_0_60,probe/Christine_Ebersole/Christine_Ebersole_0002.jpg,Christine_Ebersole,227,0.004405286343612335,0.6677314043045044,0.410163015127182,Melanie_Griffith,Barbara_Walters,Gro_Harlem_Brundtland,Gregg_Popovich,Claire_Hentzen,Bijan_Namdar_Zangeneh,Monica_Seles,Roy_Williams,Camilla_Parker_Bowles,Maggie_Smith
casia-webface,brightness_0_60,probe/Christine_Gregoire/Christine_Gregoire_0002.jpg,Christine_Gregoire,185,0.005405405405405406,0.7982187271118164,0.6104564666748047,John_Kerry,James_Kelly,Yasser_Arafat,Leszek_Miller,Jesse_Jackson,Sam_Bith,Steven_Spielberg,Ronald_Reagan,George_Pataki,Jorge_Valdano
casia-webface,brightness_0_60,probe/Christopher_Patten/Christopher_Patten_0002.jpg,Christopher_Patten,641,0.0015600624024961,0.7726894617080688,0.3519935607910156,Joseph_Biden,Klaus_Zwickel,Bernard_Landry,Mark_Hamister,Charles_Mathews,Howard_Dean,Brian_Mulroney,Luis_Gonzalez_Macchi,Martha_Beatriz_Roque,Dick_Cheney
casia-webface,brightness_0_60,probe/Christopher_Walken/Christopher_Walken_0002.jpg,Christopher_Walken,8,0.125,0.7840492725372314,0.7533919811248779,George_Robertson,Howard_Schultz,David_Trimble,Kenneth_Evans,Tim_Floyd,Mikhail_Kasyanov,Tom_Craddick,Christopher_Walken,Joseph_Estrada,Kevin_Spacey
casia-webface,brightness_0_60,probe/Chuck_Amato/Chuck_Amato_0002.jpg,Chuck_Amato,3,0.3333333333333333,0.8336893320083618,0.7909815311431885,Paula_Radcliffe,Saddam_Hussein,Chuck_Amato,Mitoji_Yabunaka,Ben_Curtis,Anna_Kournikova,Hassan_Wirajuda,Hitomi_Soga,Heizo_Takenaka,Prince_Naruhito
casia-webface,brightness_0_60,probe/Chuck_Yeager/Chuck_Yeager_0002.jpg,Chuck_Yeager,25,0.04,0.4172075688838959,0.2874993085861206,George_Ryan,James_Ivory,James_Kelly,Art_Howe,Jimmy_Carter,Dennis_Erickson,Peter_Greenaway,Anders_Ebbeson,Trent_Lott,Richard_Gephardt
casia-webface,brightness_0_60,probe/Chung_Mong-hun/Chung_Mong-hun_0002.jpg,Chung_Mong-hun,66,0.015151515151515152,0.7638373374938965,0.6143834590911865,Alvaro_Uribe,George_Robertson,William_Ford_Jr,David_Trimble,Marc_Grossman,Annette_Lu,Chen_Liang_Yu,Juan_Valencia_Osorio,George_Voinovich,Pedro_Malan
casia-webface,brightness_0_60,probe/Chung_Mong-joon/Chung_Mong-joon_0002.jpg,Chung_Mong-joon,2,0.5,0.7871512174606323,0.7820687294006348,Jamling_Norgay,Chung_Mong-joon,Thaksin_Shinawatra,Tracee_Ellis_Ross,Jorge_Valdano,Corinne_Coman,Gloria_Macapagal_Arroyo,Silvio_Berlusconi,Li_Peng,Kim_Dae-jung
casia-webface,brightness_0_60,probe/Cindy_Margolis/Cindy_Margolis_0002.jpg,Cindy_Margolis,23,0.043478260869565216,0.7864902019500732,0.6299808621406555,Bridget_Fonda,Celine_Dion,Pamela_Anderson,Barbra_Streisand,Cameron_Diaz,Jennifer_Aniston,Donatella_Versace,Reese_Witherspoon,Mary_Carey,Elizabeth_Shue
casia-webface,brightness_0_60,probe/Claire_Danes/Claire_Danes_0002.jpg,Claire_Danes,565,0.0017699115044247787,0.764543890953064,0.31506532430648804,Madonna,Sophia_Loren,Kristin_Davis,Rita_Wilson,Julianne_Moore,Daisy_Fuentes,Bridget_Fonda,Meryl_Streep,Jennifer_Lopez,Evan_Rachel_Wood
casia-webface,brightness_0_60,probe/Claire_Hentzen/Claire_Hentzen_0002.jpg,Claire_Hentzen,1,1.0,0.8990669250488281,0.8990669250488281,Claire_Hentzen,Guido_Westerwelle,Jennifer_Thompson,Augusto_Pinochet,John_Malkovich,Vladimir_Putin,Thomas_OBrien,Martha_Beatriz_Roque,Mark_Hamister,Nelson_Mandela
casia-webface,brightness_0_60,probe/Claire_Leger/Claire_Leger_0002.jpg,Claire_Leger,1,1.0,0.835456132888794,0.835456132888794,Claire_Leger,David_Trimble,George_Robertson,Mikhail_Kasyanov,Tim_Floyd,Jose_Manuel_Durao_Barroso,Frank_Solich,Megawati_Sukarnoputri,Nanni_Moretti,Fred_Eckhard
casia-webface,brightness_0_60,probe/Colin_Jackson/Colin_Jackson_0002.jpg,Colin_Jackson,8,0.125,0.7487914562225342,0.7200198769569397,Larry_Johnson,Shaukat_Aziz,Valery_Giscard_dEstaing,Vince_Carter,Justin_Gatlin,Jason_Kidd,S_Jayakumar,Colin_Jackson,Nestor_Kirchner,Jackie_Chan
casia-webface,brightness_0_60,probe/Conchita_Martinez/Conchita_Martinez_0002.jpg,Conchita_Martinez,23,0.043478260869565216,0.7358680367469788,0.6584570407867432,Harry_Schmidt,Jason_Kidd,Mike_Weir,Arnaud_Clement,Abdullah,Luis_Horna,Miroljub,Anna_Kournikova,John_Abizaid,Charlie_Zaa
casia-webface,brightness_0_60,probe/Coretta_Scott_King/Coretta_Scott_King_0002.jpg,Coretta_Scott_King,60,0.016666666666666666,0.7647033929824829,0.623684287071228,Gwendal_Peizerat,Julie_Gerberding,Claire_Danes,Jackie_Chan,Jamling_Norgay,William_Ford_Jr,Alejandro_Toledo,Kim_Dae-jung,John_Rosa,Mikhail_Kasyanov
casia-webface,brightness_0_60,probe/Corinne_Coman/Corinne_Coman_0002.jpg,Corinne_Coman,1,1.0,0.7758399248123169,0.7758399248123169,Corinne_Coman,Meryl_Streep,Bridget_Fonda,Cindy_Margolis,Annette_Bening,Reese_Witherspoon,Lindsay_Benko,Sarah_Jessica_Parker,Julianne_Moore,Hillary_Clinton
casia-webface,brightness_0_60,probe/Costas_Simitis/Costas_Simitis_0002.jpg,Costas_Simitis,16,0.0625,0.7769420146942139,0.6969060897827148,Robert_Duvall,Silvio_Berlusconi,Vladimir_Putin,Luiz_Felipe_Scolari,Joseph_Biden,Mitchell_Daniels,John_Malkovich,Luis_Gonzalez_Macchi,Dick_Cheney,John_Howard
casia-webface,brightness_0_60,probe/Courtney_Love/Courtney_Love_0002.jpg,Courtney_Love,161,0.006211180124223602,0.6534699201583862,0.3535229563713074,Kristanna_Loken,Madonna,Barbra_Streisand,Mary_Carey,Richard_Norton-Taylor,Sarah_Jessica_Parker,Gregg_Popovich,Michelle_Pfeiffer,Barbara_Walters,Patricia_Clarkson
casia-webface,brightness_0_60,probe/Cristina_Fernandez/Cristina_Fernandez_0002.jpg,Cristina_Fernandez,163,0.006134969325153374,0.7301937937736511,0.394706666469574,Jennifer_Lopez,Carmen_Electra,Elsa_Zylberstein,Amelia_Vega,Julie_Taymor,Monica_Bellucci,Brigitte_Boisselier,Michelle_Yeoh,Sachiko_Yamada,Martina_McBride
casia-webface,brightness_0_60,probe/Cristina_Saralegui/Cristina_Saralegui_0002.jpg,Cristina_Saralegui,1,1.0,0.724872350692749,0.724872350692749,Cristina_Saralegui,Cameron_Diaz,Doris_Schroeder,Sarah_Jessica_Parker,Paula_Radcliffe,Madonna,Candie_Kung,Mary_Carey,Barbra_Streisand,Ann_Veneman
casia-webface,brightness_0_60,probe/Cruz_Bustamante/Cruz_Bustamante_0002.jpg,Cruz_Bustamante,8,0.125,0.7703970074653625,0.7229627370834351,Charlie_Zaa,Jean-Sebastien_Giguere,Silvan_Shalom,Mike_Weir,Alexander_Losyukov,Darrell_Issa,Nasser_al-Kidwa,Cruz_Bustamante,Geoff_Hoon,Abdullah
casia-webface,brightness_0_60,probe/Cyndi_Thompson/Cyndi_Thompson_0002.jpg,Cyndi_Thompson,3,0.3333333333333333,0.6918403506278992,0.6094042062759399,Vanessa_Williams,Jennifer_Aniston,Cyndi_Thompson,Vanessa_Incontrada,Fran_Drescher,Elizabeth_Shue,Julianne_Moore,Carmen_Electra,Thomas_Fargo,Rita_Wilson
casia-webface,brightness_0_60,probe/Dai_Bachtiar/Dai_Bachtiar_0002.jpg,Dai_Bachtiar,38,0.02631578947368421,0.8309710025787354,0.6937295198440552,Alejandro_Toledo,Howard_Schultz,Kenneth_Evans,Thaksin_Shinawatra,Jose_Manuel_Durao_Barroso,Joseph_Estrada,Angelo_Reyes,Lloyd_Ward,Lino_Oviedo,Mikhail_Kasyanov
casia-webface,brightness_0_60,probe/Daisy_Fuentes/Daisy_Fuentes_0002.jpg,Daisy_Fuentes,22,0.045454545454545456,0.7756088972091675,0.6624437570571899,Jennifer_Lopez,LeAnn_Rimes,Julie_Gerberding,Amelia_Vega,Lisa_Ling,Carmen_Electra,Michelle_Yeoh,Rita_Wilson,Kwon_Yang-sook,Madonna
casia-webface,brightness_0_60,probe/Dalai_Lama/Dalai_Lama_0002.jpg,Dalai_Lama,90,0.011111111111111112,0.8213461637496948,0.6087562441825867,Jean-Marc_de_La_Sabliere,Michael_J_Sheehan,Bobby_Goldwater,Kim_Ryong-sung,Alvaro_Uribe,Mohammad_Khatami,Vladimir_Putin,Silvan_Shalom,Xanana_Gusmao,Carlos_Mesa
casia-webface,brightness_0_60,probe/Dale_Earnhardt_Jr/Dale_Earnhardt_Jr_0002.jpg,Dale_Earnhardt_Jr,40,0.025,0.8167816400527954,0.7223278284072876,Gillian_Anderson,Michael_Douglas,Carson_Daly,Marc_Grossman,Miguel_Contreras,Francis_Mer,David_Coulthard,Jorge_Valdano,Mikhail_Kasyanov,Robbie_Fowler
casia-webface,brightness_0_60,probe/Damon_van_Dam/Damon_van_Dam_0002.jpg,Damon_van_Dam,55,0.01818181818181818,0.7222442626953125,0.6224812865257263,Bill_Frist,Martina_McBride,Aron_Ralston,Jose_Manuel_Durao_Barroso,Tim_Floyd,Isabelle_Huppert,Edward_Lu,Andy_Hebb,Dan_Wheldon,Alex_Penelas
casia-webface,brightness_0_60,probe/Dan_Wheldon/Dan_Wheldon_0002.jpg,Dan_Wheldon,692,0.001445086705202312,0.7950429916381836,0.4026554226875305,Mikhail_Kasyanov,Tony_Bennett,Alejandro_Toledo,Howard_Schultz,Jean-David_Levitte,Abdullah,Sourav_Ganguly,Mathias_Reichhold,Mike_Weir,Gillian_Anderson
casia-webface,brightness_0_60,probe/Daniel_Day-Lewis/Daniel_Day-Lewis_0002.jpg,Daniel_Day-Lewis,407,0.002457002457002457,0.6805448532104492,0.33442172408103943,Henrique_Meirelles,Kemal_Dervis,Francis_George,Art_Howe,Pascal_Lamy,Iain_Duncan_Smith,Imad_Moustapha,Costas_Simitis,Mike_Price,John_Negroponte
casia-webface,brightness_0_60,probe/Daniela_Hantuchova/Daniela_Hantuchova_0002.jpg,Daniela_Hantuchova,65,0.015384615384615385,0.7721223831176758,0.6234371662139893,David_Caraway,Meghann_Shaughnessy,Sean_Penn,Bobby_Goldwater,Mikhail_Kasyanov,Elsa_Zylberstein,Ben_Curtis,Dorthy_Moxley,Bill_Frist,James_Parker
casia-webface,brightness_0_60,probe/Darrell_Issa/Darrell_Issa_0002.jpg,Darrell_Issa,27,0.037037037037037035,0.7795873880386353,0.7288591861724854,Geoff_Hoon,George_Tenet,Silvan_Shalom,Jackie_Chan,George_P_Bush,John_F_Kennedy_Jr,Bill_Frist,Alexander_Rumyantsev,Christian_Fittipaldi,Carson_Daly
casia-webface,brightness_0_60,probe/Darrell_Porter/Darrell_Porter_0002.jpg,Darrell_Porter,131,0.007633587786259542,0.7634682059288025,0.6163222789764404,George_Pataki,Nicolas_Lapentti,Xanana_Gusmao,Jean-Marc_de_La_Sabliere,Jack_Grubman,Harry_Schmidt,Federico_Trillo,Silvio_Berlusconi,Gary_Forsee,Gary_Doer
casia-webface,brightness_0_60,probe/Darren_Clarke/Darren_Clarke_0002.jpg,Darren_Clarke,852,0.0011737089201877935,0.8162719011306763,0.25876301527023315,Padraig_Harrington,Yasser_Arafat,Edward_Lu,Bill_Callahan,Silvia_Farina_Elia,Vladimir_Putin,Kurt_Busch,Leszek_Miller,Mike_Weir,Frank_Cassell
casia-webface,brightness_0_60,probe/Daryl_Hannah/Daryl_Hannah_0002.jpg,Daryl_Hannah,9,0.1111111111111111,0.8270946145057678,0.6765100955963135,Lord_Hutton,Lana_Clarkson,Celine_Dion,Goldie_Hawn,Donatella_Versace,Mary-Kate_Olsen,Pamela_Anderson,Carolyn_Dawn_Johnson,Daryl_Hannah,Barbra_Streisand
casia-webface,brightness_0_60,probe/Dave_Campo/Dave_Campo_0002.jpg,Dave_Campo,1,1.0,0.7196989059448242,0.7196989059448242,Dave_Campo,Richard_Gephardt,James_Traficant,Bill_Frist,James_Kelly,Bill_Simon,John_Manley,John_Kerry,Vladimir_Putin,Lawrence_MacAulay
casia-webface,brightness_0_60,probe/David_Bell/David_Bell_0002.jpg,David_Bell,52,0.019230769230769232,0.7698607444763184,0.676207423210144,Jean-David_Levitte,Kim_Ryong-sung,Brian_Cowen,Oscar_De_La_Hoya,Robbie_Fowler,Alec_Baldwin,Jose_Manuel_Durao_Barroso,Edward_Lu,Spencer_Abraham,Noah_Wyle
casia-webface,brightness_0_60,probe/David_Caraway/David_Caraway_0002.jpg,David_Caraway,3,0.3333333333333333,0.7060273885726929,0.7006425857543945,John_Malkovich,Nelson_Mandela,David_Caraway,George_Pataki,John_Manley,Frank_Cassell,Chok_Tong_Goh,Benjamin_Netanyahu,John_Snow,Claire_Hentzen
casia-webface,brightness_0_60,probe/David_Coulthard/David_Coulthard_0002.jpg,David_Coulthard,26,0.038461538461538464,0.7285037636756897,0.6391409635543823,Marat_Safin,Tim_Floyd,Dale_Earnhardt_Jr,Jose_Manuel_Durao_Barroso,Zoran_Djindjic,Nanni_Moretti,David_Nalbandian,Bill_Gates,John_Manley,Mikulas_Dzurinda
casia-webface,brightness_0_60,probe/David_Dodge/David_Dodge_0002.jpg,David_Dodge,40,0.025,0.7820295691490173,0.6041275858879089,Jimmy_Carter,John_Snow,Martin_Brodeur,Richard_Gephardt,Richie_Adubato,George_Pataki,Dick_Cheney,Brian_Mulroney,Klaus_Zwickel,Gunter_Pleuger
casia-webface,brightness_0_60,probe/David_Heyman/David_Heyman_0002.jpg,David_Heyman,7,0.14285714285714285,0.8449302911758423,0.785323441028595,Bill_Nelson,Spencer_Abraham,Roy_Moore,Jack_Grubman,Gary_Forsee,Vaclav_Havel,David_Heyman,Brendan_Hansen,Juan_Pablo_Montoya,Brian_Griese
casia-webface,brightness_0_60,probe/David_Heymann/David_Heymann_0002.jpg,David_Heymann,12,0.08333333333333333,0.8730188608169556,0.8028693199157715,Jorge_Valdano,Fred_Eckhard,David_Trimble,George_Robertson,Tim_Floyd,Mikhail_Kasyanov,James_Kelly,Marc_Grossman,John_Rosa,Hun_Sen
casia-webface,brightness_0_60,probe/David_Kelley/David_Kelley_0002.jpg,David_Kelley,20,0.05,0.6958204507827759,0.591623067855835,Michael_Chang,Todd_Haynes,Helen_Clark,Kathy_Winters,Hamzah_Haz,Judy_Genshaft,Guillermo_Coria,Paul_McNulty,Isabelle_Huppert,Tim_Floyd
casia-webface,brightness_0_60,probe/David_Leahy/David_Leahy_0002.jpg,David_Leahy,743,0.0013458950201884253,0.7883120775222778,0.36991655826568604,Vincent_Brooks,Alejandro_Toledo,Hun_Sen,Mikhail_Kasyanov,Matthew_Perry,David_Heymann,Federico_Trillo,Yasser_Arafat,Ron_Dittemore,Paul_Bremer
casia-webface,brightness_0_60,probe/David_Myers/David_Myers_0002.jpg,David_Myers,85,0.011764705882352941,0.8199103474617004,0.601192831993103,Bill_Graham,Igor_Ivanov,Luiz_Felipe_Scolari,Silvan_Shalom,Mitchell_Daniels,Silvio_Berlusconi,Valery_Giscard_dEstaing,Nestor_Kirchner,Lino_Oviedo,Steven_Spielberg
casia-webface,brightness_0_60,probe/David_Nalbandian/David_Nalbandian_0002.jpg,David_Nalbandian,85,0.011764705882352941,0.7413253784179688,0.5836860537528992,Boris_Becker,Yasser_Arafat,Sam_Bith,Chok_Tong_Goh,David_Caraway,Meghann_Shaughnessy,Chris_Bell,Gray_Davis,Thomas_OBrien,Frank_Cassell
casia-webface,brightness_0_60,probe/David_Spade/David_Spade_0002.jpg,David_Spade,164,0.006097560975609756,0.6155779361724854,0.39692026376724243,Kathy_Winters,Jon_Gruden,Dennis_Powell,George_Pataki,Hillary_Clinton,Jennifer_Thompson,Robert_Zoellick,Alejandro_Atchugarry,Lindsay_Davenport,Ellen_Engleman
casia-webface,brightness_0_60,probe/David_Trimble/David_Trimble_0002.jpg,David_Trimble,10,0.1,0.7328067421913147,0.6763767004013062,Richard_Sambrook,George_Pataki,Claire_Hentzen,Dennis_Kucinich,Richie_Adubato,Richard_Gephardt,George_Robertson,James_Kelly,Harry_Kalas,David_Trimble
casia-webface,brightness_0_60,probe/David_Wolf/David_Wolf_0002.jpg,David_Wolf,58,0.017241379310344827,0.7574249505996704,0.6145719289779663,Jose_Dirceu,Bill_Simon,Kim_Dae-jung,George_Pataki,Eduardo_Duhalde,Jason_Lezak,Ron_Dittemore,Anibal_Ibarra,Ahmet_Necdet_Sezer,Matthew_Perry
casia-webface,brightness_0_60,probe/Debra_Brown/Debra_Brown_0002.jpg,Debra_Brown,3,0.3333333333333333,0.6786050200462341,0.6434339284896851,Robert_Duvall,Nora_Bendijo,Debra_Brown,Claire_Danes,Larry_Brown,Saddam_Hussein,Nancy_Pelosi,John_Kerry,Kim_Jong-Il,Sophia_Loren
casia-webface,brightness_0_60,probe/Demetrius_Ferraciu/Demetrius_Ferraciu_0002.jpg,Demetrius_Ferraciu,366,0.00273224043715847,0.7764057517051697,0.5206266641616821,Roy_Moore,Carlos_Mesa,Jonathan_Edwards,Dick_Clark,Xanana_Gusmao,Geoff_Hoon,Gary_Doer,Mario_Kreutzberger,Charlie_Zaa,Bill_Belichick
casia-webface,brightness_0_60,probe/Denise_Johnson/Denise_Johnson_0002.jpg,Denise_Johnson,282,0.0035460992907801418,0.7422693967819214,0.4711270034313202,Michael_Chang,Rob_Schneider,Cristina_Fernandez,Venus_Williams,Dennis_Kucinich,Adam_Scott,Jamling_Norgay,Tom_Cruise,Goh_Kun,George_Voinovich
casia-webface,brightness_0_60,probe/Dennis_Erickson/Dennis_Erickson_0002.jpg,Dennis_Erickson,51,0.0196078431372549,0.7253901958465576,0.6338943243026733,David_Spade,Hillary_Clinton,Paula_Radcliffe,Larry_Coker,Gillian_Anderson,Emma_Thompson,Robert_Duvall,Justine_Henin,Mark_Hamister,Lina_Krasnoroutskaya
casia-webface,brightness_0_60,probe/Dennis_Kozlowski/Dennis_Kozlowski_0002.jpg,Dennis_Kozlowski,3,0.3333333333333333,0.8412840366363525,0.783597469329834,Jimmy_Carter,Richard_Gephardt,Dennis_Kozlowski,George_Pataki,Richie_Adubato,John_Snow,Peter_Struck,Klaus_Zwickel,Dick_Cheney,Gunter_Pleuger
casia-webface,brightness_0_60,probe/Dennis_Kucinich/Dennis_Kucinich_0002.jpg,Dennis_Kucinich,8,0.125,0.7517732381820679,0.6970163583755493,Robert_Mueller,Gary_Carter,Saddam_Hussein,Arlen_Specter,Chuck_Amato,Mohammad_Khatami,Bill_Frist,Dennis_Kucinich,Will_Smith,Anna_Kournikova
casia-webface,brightness_0_60,probe/Dennis_Powell/Dennis_Powell_0002.jpg,Dennis_Powell,9,0.1111111111111111,0.7402832508087158,0.6797661781311035,Tim_Floyd,Paul_McCartney,Kim_Dae-jung,Jean_Carnahan,Thomas_Fargo,Aleksander_Kwasniewski,Edward_Lu,Billy_Sollie,Dennis_Powell,Benazir_Bhutto
